imie,wystapienia_pierwsze,wystapienia_drugie,pochodzenie,opis_html
Patrycja,169495,62515,lacinskie,"<b>Patrycja</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łacińskiego</a>, żeński odpowiednik męskich imion <a href=""https://pl.wikipedia.org/wiki/Patrycjusz_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Patrycjusz</a>, <a href=""https://pl.wikipedia.org/wiki/Patrycy"" target=""_blank"" rel=""noopener noreferrer"">Patrycy</a>, <a href=""https://pl.wikipedia.org/wiki/Patryk"" target=""_blank"" rel=""noopener noreferrer"">Patryk</a>. Oznacza „szlachetnie urodzona, patrycjuszowska”. Wśród imion nadawanych nowo narodzonym dzieciom, Patrycja w 2017 r. zajmowała 58. miejsce w grupie imion żeńskich. W całej populacji Polek Patrycja zajmowała w 2017 r. 41. miejsce (166 497 nadań)."
Stanisława,100184,118635,slowianskie,"<b>Stanisława</b> – <a href=""https://pl.wikipedia.org/wiki/Imiona_s%C5%82owia%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">staropolskie imię</a> żeńskie, złożone z członu <i>Stani-</i> („stać, stać się, stanąć”) oraz członu <i>-sława</i> („sława”). Wywodzi się od słów oznaczających „stań się sławną”. Męskie odpowiedniki: <a href=""https://pl.wikipedia.org/wiki/Stanis%C5%82aw"" target=""_blank"" rel=""noopener noreferrer"">Stanisław</a>, <a href=""https://pl.wikipedia.org/wiki/Stanis%C5%82aw"" target=""_blank"" rel=""noopener noreferrer"">Stasław</a>, <a href=""https://pl.wikipedia.org/wiki/Stanis%C5%82aw"" target=""_blank"" rel=""noopener noreferrer"">Tasław</a>. W źródłach polskich poświadczone od XIII wieku."
Emilia,165157,49295,lacinskie,"<b>Emilia</b> – imię żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łacińskiego</a>. Pochodzi od nazwy rzymskiego rodu <a href=""https://pl.wikipedia.org/wiki/Emiliusze"" target=""_blank"" rel=""noopener noreferrer"">Emiliuszów</a> i oznacza osobę gorliwą, pilną, żarliwą. „Aemulus” (emulus) po łacinie znaczy „zawodnik, rywal, konkurent”, może też oznaczać kogoś, kto się gorliwie o coś stara. W <a href=""https://pl.wikipedia.org/wiki/Polska"" target=""_blank"" rel=""noopener noreferrer"">Polsce</a> znane od XV w. Popularność zyskało na przełomie XVIII i XIX w. Wśród imion nadawanych nowo narodzonym dzieciom, Emilia w 2017 r. zajmowała 14. miejsce w grupie imion żeńskich. W całej populacji Polek Emilia zajmowała w 2017 r. 49. miejsce (140 944 nadań)."
Maja,188657,23981,greckie,"<b>Maja</b> – imię żeńskie pochodzenia greckiego, wywodzące się od słowa <i>μαῖα (maia)</i> oznaczającego „dobrą matkę”, „damę” lub „przybraną matkę”. W mitologiach greckiej i rzymskiej <a href=""https://pl.wikipedia.org/wiki/Maja_(mitologia_grecka)"" target=""_blank"" rel=""noopener noreferrer"">Maja</a> była najstarszą z <a href=""https://pl.wikipedia.org/wiki/Nimfy"" target=""_blank"" rel=""noopener noreferrer"">nimf</a> – <a href=""https://pl.wikipedia.org/wiki/Plejady_(mitologia)"" target=""_blank"" rel=""noopener noreferrer"">Plejad</a>, córek <a href=""https://pl.wikipedia.org/wiki/Zeus"" target=""_blank"" rel=""noopener noreferrer"">Zeusa</a> i <a href=""https://pl.wikipedia.org/wiki/Plejone_(mitologia)"" target=""_blank"" rel=""noopener noreferrer"">Plejone</a>, oraz matką <a href=""https://pl.wikipedia.org/wiki/Hermes"" target=""_blank"" rel=""noopener noreferrer"">Hermesa</a>."
Oliwia,166399,30431,lacinskie,"<b>Oliwia</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łacińskiego</a>, etymologicznie powiązane z pospolitym wyrazem <i>oliva</i>, „drzewo oliwne, owoc oliwki, oliwka”. Znane było w starożytności. Istnieją dwie patronki tego imienia w <a href=""https://pl.wikipedia.org/wiki/Ko%C5%9Bci%C3%B3%C5%82_katolicki"" target=""_blank"" rel=""noopener noreferrer"">Kościele katolickim</a>, jednak właściwe brzmienie ich imienia nie jest pewne – w przypadku jednego z nich Oliwia występuje przemiennie z <b>Oliwą</b>, w innym – z <b>Libią</b> (<a href=""https://pl.wikipedia.org/wiki/Liba_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Libą</a>) na skutek późnołacińskiej wymowy <i>Olibia</i>. Niektóre źródła wskazują, że jest to imię pochodzenia literackiego, wymyślone przez <a href=""https://pl.wikipedia.org/wiki/William_Shakespeare"" target=""_blank"" rel=""noopener noreferrer"">Williama Szekspira</a> na potrzeby komedii <a href=""https://pl.wikipedia.org/wiki/Wiecz%C3%B3r_Trzech_Kr%C3%B3li"" target=""_blank"" rel=""noopener noreferrer""><i>Wieczór Trzech Króli, lub co chcecie</i></a>."
Ewelina,148020,36279,celtyckie,"Wedle danych rejestru <a href=""https://pl.wikipedia.org/wiki/PESEL"" target=""_blank"" rel=""noopener noreferrer"">PESEL</a> imię Ewelina według stanu na 22 stycznia 2025 w <a href=""https://pl.wikipedia.org/wiki/Polska"" target=""_blank"" rel=""noopener noreferrer"">Polsce</a> nosi 148 117 kobiet. Jest na 49. miejscu pod względem popularności. Formę wariantową <i>Ewelin</i> noszą 3 kobiety."
Aneta,151255,32961,hebrajskie,"<b>Aneta</b>, <b>Anetta</b> – forma pochodna imienia <a href=""https://pl.wikipedia.org/wiki/Anna"" target=""_blank"" rel=""noopener noreferrer"">Anna</a>, powstała jako przeniesienie francuskiego zdrobnienia tego imienia, <i>Anette</i>, do języka polskiego. Pochodzi z <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_hebrajski"" target=""_blank"" rel=""noopener noreferrer"">języka hebrajskiego</a>. Imię dotarło do Polski w <a href=""https://pl.wikipedia.org/wiki/XIX_wiek"" target=""_blank"" rel=""noopener noreferrer"">XIX w.</a>, wcześniej używano tylko imienia Anna."
Marianna,106305,75595,lacinskie,"11&#160;lutego, 2&#160;czerwca, 8&#160;września, 26 maja"
Gabriela,137274,43983,hebrajskie,"<b>Gabriela</b> – żeńskie <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> pochodzenia <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyki_semickie"" target=""_blank"" rel=""noopener noreferrer"">semickiego</a>, żeński odpowiednik imienia <a href=""https://pl.wikipedia.org/wiki/Gabriel_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Gabriel</a>. Wśród imion nadawanych nowo narodzonym dzieciom, Gabriela w 2014 r. zajmowała 19. miejsce w grupie imion żeńskich."
Kinga,121584,59574,wegierskie,"<b>Kinga</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia węgierskiego, wywodzące się od zdrobnienia <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imienia</a> <a href=""https://pl.wikipedia.org/wiki/Kunegunda"" target=""_blank"" rel=""noopener noreferrer"">Kunegunda</a>. W piśmiennictwie węgierskim występują formy: <i>Kunegund, Kinga, Kynga, Kynka,</i> natomiast w polskim – <i>Kinga</i> (1278) i <i>Kinka</i> (1320–1329)."
Klaudia,139055,34836,lacinskie,"m.in. polski, niemiecki, francuski, włoski"
Dominika,123333,48445,amerykanskie,"1,06 mld <a href=""https://pl.wikipedia.org/wiki/Dolar_mi%C4%99dzynarodowy"" target=""_blank"" rel=""noopener noreferrer"">dolarów międzynar.</a>14 161 <a href=""https://pl.wikipedia.org/wiki/Dolar_mi%C4%99dzynarodowy"" target=""_blank"" rel=""noopener noreferrer"">dolarów międzynar.</a>"
Marzena,128745,41962,,"<b>Marzena</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie, które powstało najprawdopodobniej jako zdrobnienie <a href=""https://pl.wikipedia.org/wiki/Ma%C5%82gorzata_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Małgorzaty</a> lub <a href=""https://pl.wikipedia.org/wiki/Marzanna_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Marzanny</a>. Istnieje możliwość, że zdrabniano tak <a href=""https://pl.wikipedia.org/wiki/Marta_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Martę</a> lub <a href=""https://pl.wikipedia.org/wiki/Maria"" target=""_blank"" rel=""noopener noreferrer"">Marię</a>."
Martyna,143235,20485,lacinskie,"<b>Martyna</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łacińskiego</a> od męskiego imienia <a href=""https://pl.wikipedia.org/wiki/Marcin"" target=""_blank"" rel=""noopener noreferrer"">Marcin</a> (<a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łac.</a>&#160;<em>Martinus</em>, „należący do <a href=""https://pl.wikipedia.org/wiki/Mars_(mitologia)"" target=""_blank"" rel=""noopener noreferrer"">Marsa”</a>). Błędnym skojarzeniem jest, że Martyna powstała od imienia <a href=""https://pl.wikipedia.org/wiki/Marta_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Marta</a>. Spotykana jest również forma <b>Marcina</b>. W wielu językach imię to występuje w formie <i>Martina</i>."
Edyta,113456,39194,angielskie,"<b>Edyta</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_staroangielski"" target=""_blank"" rel=""noopener noreferrer"">angielskiego</a>. Imię pochodzące od staroangielskiego <i><b>ead</b></i> i starogermańskiego <i><b>od</b></i>- pomyślność, szczęście, oraz od staroangielskiego <i><b>gyth</b></i> i starogermańskiego <i><b>gunt</b></i> – walka."
Amelia,129834,18123,germanskie,"<b>Amelia</b>, <b><a href=""https://pl.wikipedia.org/wiki/Amalia"" target=""_blank"" rel=""noopener noreferrer"">Amalia</a></b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/Imiona_germa%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">germańskiego</a>, powstałe jako skrócenie imion dwuczłonowych z pierwszym członem <i>Amal-</i>, takich jak między innymi <a href=""https://pl.wikipedia.org/wiki/Amalgunda"" target=""_blank"" rel=""noopener noreferrer"">Amalgunda</a> lub <a href=""https://pl.wikipedia.org/wiki/Amalberga"" target=""_blank"" rel=""noopener noreferrer"">Amalberga</a>."
Lena,134384,12851,,"<b>Lena</b> – imię żeńskie, popularne w krajach słowiańskich i skandynawskich; usamodzielnione zdrobnienie od greckiego Ἑλένη (pol. <a href=""https://pl.wikipedia.org/wiki/Helena_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Helena</a>) lub Μαγδαληνή (pol. <a href=""https://pl.wikipedia.org/wiki/Magdalena"" target=""_blank"" rel=""noopener noreferrer"">Magdalena</a>). W Polsce forma o brzmieniu <i>Lena</i> jest notowana od 1418 roku, jako pochodna żeńska imienia <a href=""https://pl.wikipedia.org/wiki/Helena_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Helena</a> lub męska – <a href=""https://pl.wikipedia.org/wiki/Leonard"" target=""_blank"" rel=""noopener noreferrer"">Lenarda</a> (może także <a href=""https://pl.wikipedia.org/wiki/Leonid"" target=""_blank"" rel=""noopener noreferrer"">Lenida</a>, <a href=""https://pl.wikipedia.org/wiki/Leon_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Leona</a>). W Polsce można się spotkać również ze zdrabnianiem w ten sposób imion <a href=""https://pl.wikipedia.org/wiki/Milena_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Milena</a> i <a href=""https://pl.wikipedia.org/wiki/Marlena"" target=""_blank"" rel=""noopener noreferrer"">Marlena</a>, <a href=""https://pl.wikipedia.org/wiki/Eleonora"" target=""_blank"" rel=""noopener noreferrer"">Eleonora</a> i <a href=""https://pl.wikipedia.org/wiki/Leonia"" target=""_blank"" rel=""noopener noreferrer"">Leonia</a>."
Wanda,88112,55877,,"<b>Wanda</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie wymyślone najprawdopodobniej przez <a href=""https://pl.wikipedia.org/wiki/Wincenty_Kad%C5%82ubek"" target=""_blank"" rel=""noopener noreferrer"">Wincentego Kadłubka</a>, wcześniej nieznane. Według Kadłubka było to imię <a href=""https://pl.wikipedia.org/wiki/Wanda_(legendarna_ksi%C4%99%C5%BCniczka)"" target=""_blank"" rel=""noopener noreferrer"">legendarnej władczyni</a> <a href=""https://pl.wikipedia.org/wiki/Krak%C3%B3w"" target=""_blank"" rel=""noopener noreferrer"">Krakowa</a>, córki <a href=""https://pl.wikipedia.org/wiki/Krak"" target=""_blank"" rel=""noopener noreferrer"">Kraka</a>. Początkowo, w XII–XIV w. zapisywane także „Węda”. Stało się popularne w XIX wieku, w związku z <a href=""https://pl.wikipedia.org/wiki/Romantyzm"" target=""_blank"" rel=""noopener noreferrer"">romantyczną</a> modą na <a href=""https://pl.wikipedia.org/wiki/%C5%9Aredniowiecze"" target=""_blank"" rel=""noopener noreferrer"">średniowiecze</a>."
Kamila,111676,31311,lacinskie,"<b>Kamila</b>, <i><b>Kamilla</b></i> – żeński odpowiednik <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imienia</a> <a href=""https://pl.wikipedia.org/wiki/Kamil"" target=""_blank"" rel=""noopener noreferrer"">Kamil</a>, pochodzenia łacińskiego."
Wiesława,100971,39733,slowianskie,"<b>Wiesława</b> – <a href=""https://pl.wikipedia.org/wiki/Imiona_s%C5%82owia%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">staropolskie imię</a> żeńskie, zdrobniale: Wiesia, Wisia. Jest to żeński odpowiednik <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imienia</a> <a href=""https://pl.wikipedia.org/wiki/Wies%C5%82aw"" target=""_blank"" rel=""noopener noreferrer"">Wiesław</a>. Była to skrócona forma imienia <a href=""https://pl.wikipedia.org/wiki/Wielis%C5%82awa"" target=""_blank"" rel=""noopener noreferrer"">Wielisława</a>. Mogło oznaczać „tę, która pragnie sławy”."
Alina,104157,23742,germanskie,"<b>Alina</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyki_germa%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">germańskiego</a>, powstałe jako forma pochodna od <a href=""https://pl.wikipedia.org/wiki/Adelajda_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Adelajda</a>, <a href=""https://pl.wikipedia.org/wiki/Adelina_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Adelina</a>. W staropolszczyźnie pisane m.in. <b>Alena</b>, <b>Helina</b>.Imię to może mieć też związek z mianem <a href=""https://pl.wikipedia.org/wiki/Halina"" target=""_blank"" rel=""noopener noreferrer"">Halina</a> – „ładna”, „dostojna”, „spokojna”. Alina to także pierwotna, pruska nazwa rzeki <a href=""https://pl.wikipedia.org/wiki/%C5%81yna"" target=""_blank"" rel=""noopener noreferrer"">Łyny</a>, która w młodszych formach brzmiała Alna (1251 <a href=""https://pl.wikipedia.org/wiki/Naszej_ery"" target=""_blank"" rel=""noopener noreferrer"">n.e.</a>) i Alne (1308). Alina w języku pruskim oznaczała samicę <a href=""https://pl.wikipedia.org/wiki/Jele%C5%84"" target=""_blank"" rel=""noopener noreferrer"">jelenia</a> – łanię. Po <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_litewski"" target=""_blank"" rel=""noopener noreferrer"">litewsku</a> słowo <i>elnias</i> oznacza jelenia."
Kazimiera,49361,71196,slowianskie,"<b>Kazimiera</b> – żeński odpowiednik <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imienia</a> <a href=""https://pl.wikipedia.org/wiki/Kazimierz_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Kazimierz</a>. W średniowieczu nie występowało. Prawdopodobnie rozpowszechniło się pod koniec XVII wieku, po przyjeździe do Polski <a href=""https://pl.wikipedia.org/wiki/Maria_Kazimiera_d%E2%80%99Arquien"" target=""_blank"" rel=""noopener noreferrer"">Marysieńki</a>, żony króla <a href=""https://pl.wikipedia.org/wiki/Jan_III_Sobieski"" target=""_blank"" rel=""noopener noreferrer"">Jana III Sobieskiego</a>."
Lidia,81723,34587,greckie,"<b>Lidia</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">gr.</a>&#160;Λυδία – mieszkanka <a href=""https://pl.wikipedia.org/wiki/Lidia_(kraina)"" target=""_blank"" rel=""noopener noreferrer"">Lidii</a>) – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">greckiego</a>, w późniejszym czasie przejęte przez <a href=""https://pl.wikipedia.org/wiki/Rzym"" target=""_blank"" rel=""noopener noreferrer"">Rzymian</a>."
Antonina,73894,41396,lacinskie,"<b>Antonina</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie; żeński odpowiednik imienia <a href=""https://pl.wikipedia.org/wiki/Antonin_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Antonin</a>; uformowany przy użyciu <a href=""https://pl.wikipedia.org/wiki/Przyrostek"" target=""_blank"" rel=""noopener noreferrer"">przyrostka</a> <i>-inus</i>, <i>-ina</i>, oznaczającego przynależność lub pochodzenie, <a href=""https://pl.wikipedia.org/wiki/Nazwisko#Przydomek_(cognomen)"" target=""_blank"" rel=""noopener noreferrer"">przydomek</a> od <a href=""https://pl.wikipedia.org/wiki/Nazwisko#Nazwisko"" target=""_blank"" rel=""noopener noreferrer"">nazwy rodowej</a> <a href=""https://pl.wikipedia.org/wiki/Drzewo_genealogiczne_Antoniusz%C3%B3w"" target=""_blank"" rel=""noopener noreferrer"">rodu Antoniuszów</a>. W Polsce Antonina pojawiła się później niż obecna od średniowiecza <a href=""https://pl.wikipedia.org/wiki/Antonia_(imi%C4%99)"" target=""_blank"" rel=""noopener noreferrer"">Antonia</a>; notowana jest co najmniej od <a href=""https://pl.wikipedia.org/wiki/1637"" target=""_blank"" rel=""noopener noreferrer"">1637</a> roku. Wśród imion nadawanych nowo narodzonym dzieciom, Antonina w 2017 r. zajmowała 15. miejsce w grupie imion żeńskich. W całej populacji Polek Antonina zajmowała w 2017 r. 90. miejsce (43 462 nadań)."
Daria,89850,25101,perskie,"„ta,&#160;która dzierży dobro”,„ta, która zachowuje”"
Lucyna,77658,36876,lacinskie,"<b>Lucyna</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> żeńskie pochodzenia <a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łacińskiego</a>. Oznacza z łac. <i>lucina</i> – niosąca światło, narodziny (lucinus, -a, -um 'świetlisty'). Patronką imienia jest <a href=""https://pl.wikipedia.org/wiki/%C5%9Awi%C4%99ta_Lucyna"" target=""_blank"" rel=""noopener noreferrer"">św. Lucyna</a> z I lub III wieku. Wywodzi się od imienia bogini światła i narodzin. Powiązanym imieniem może być germańska „Lucinda”, pochodząca od imienia „Lucia” (<a href=""https://pl.wikipedia.org/wiki/%C5%81ucja"" target=""_blank"" rel=""noopener noreferrer"">Łucja</a>)."
